"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03"
"Downtown","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",160,,,,,,,,,,,,,2250,2270,2350,2225,2250,2100,2000,2125,2325,2500,2500,2395,2415,2430,2600,2500,2400,2500,2400,2300,2300,2300,2275,2300,2300,2225,2200,2275,2400,2425,2462.5,2650,2675,2500,2475,2572.5,2500,2550,2597,2597,2600,2600,2650,2600,2500,2547.5,2325,2350,2300,2350,2475,2500,2500,2597.5,2425,2200,2375,2325,2300,2500,2300,2250,2350,2450,2300,2100,2350,2475,2362.5,2597.5,2250,2525,2500,2525
"Downtown","Boston","MA","Boston","Suffolk",161,,,,,,,,,,,,,,,,,,,,,,,,3385,3065,3100,3100,3325,3875,3775,3650,3850,3625,3600,3550,3700,3625,3600,3600,3965,3500,3600,3750,3625,3500,3395,3545,3545,3545,3545,3572.5,3700,4255,4000,4000,4050,3850,4000,3850,3850,3825,3800,3850,3850,3975,4050,4177.5,3875,4255,4025,4050,4075,4100,3950,3950,4350,4050,3950,3807.5,4150,4177.5,4255,3850,3775,3850,3850
"Central Park","New York","NY","New York","New York",162,,,,,,,,,,,,,,,,,,,,,,,,,3472.5,3500,3250,3210,3400,3600,3582.5,3495,3795,3797,3650,3750,3695,3600,3673,3600,3590,3695,3651,3695,3850,3900,3900,3885,3885,3925,3950,3950,3950,3625,3672.5,3672.5,3695,3695,3672.5,3672.5,3672.5,3672.5,3672.5,3695,3695,3695,3650,3650,3625,3625,3625,3650,3672.5,3695,3695,3650,3672.5,3695,3650,3672.5,3672.5,3672.5,3672.5,3650,3672.5,3672.5
"The Strip","Las Vegas","NV","Las Vegas","Clark",163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,2499,2372.5,2237.5,2250,2100,2250,2272.5,2400,2512,2559.5,2400,2400,2025,2325,2250,2150,2350,2100,2300,2372.5,2395
"River West","Chicago","IL","Chicago","Cook",164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2150,2337,2325,2375,2632.5,2620,2550,2250,2050,2123,2127.5,2328,2340,2075,2145,2140,2140,2145,2140,2140,2158.5,2400,2200,2250,2250,2250,2200,2158.5,2250,2250,2200,2200,2167,2250,2310,2167,2325,2250,2208.5,2150,2140,2200,2370,2370,2208.5,2150,2145,2158.5,2150,2158.5,2140,2158.5,2167,2200,2200,2350
"Downtown","West Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach",165,,,,,,,,,,,,,1600,1600,1595,1550,1550,1550,1600,1600,1600,1750,1775,1650,1650,1650,1700,1650,1650,1600,1575,1600,1682.5,1625,1750,1800,1750,1750,1800,1800,1800,1850,1800,1750,1850,1900,1900,2100,1825,1850,1875,1975,2000,1950,1901,1900,1800,1750,1795,1800,1850,1850,1850,1875,1937.5,2000,2072.5,2100,2125,2250,2200,1950,1900,1850,1850,1900,1900,1912.5,1825,1995,1850,1950,1975,1950,1900,1950
"Eastern Shores","North Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1250,1300,1270,1282.5,1400,1400,1350,1375,1362.5,1400,1400,1400,1400,1400,1500,1500,1450,1425,1400,1400,1399.5,1387,1400,1500,1600,1500,1475,1545,1600,1500,1490,1500,1650,1595,1550,1600,1500,1500,1450,1475,1450,1450,1600,1650,1600,1575,1525,1512.5,1500,1645,1500,1500,1537.5,1525,1500,1500,1600
"Rittenhouse","Philadelphia","PA","Philadelphia","Philadelphia",166,,,,,,,,,,,,,,,,,,2550,2300,2400,2225,2000,2000,2200,2100,2000,2000,2000,2100,2275,2475,2475,2292.5,2155,2250,2290,2295,2100,2100,1925,1750,1800,1850,1950,2100,2197.5,2150,2175,2000,1960,1950,1875,1875,1995,1950,2000,2000,2100,2250,2395,2225,2150,2050,1995,2000,2100,2150,2500,2350,2450,2075,2190,2250,2200,2050,1925,1795,2100,1950,1925,1925,2000,2255,1995,1950,1950
"Graduate Hospital","Philadelphia","PA","Philadelphia","Philadelphia",166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,1925,1895,1975,1950,1950,2000,2000,1997.5,2195,2250,2195,1995,1997.5,2185,2150,1950,2200,2200,2200,2200,2275,1950,2172.5,1975,1999,2147.5,2197.5,2150,2150,2200
"Northern Liberties","Philadelphia","PA","Philadelphia","Philadelphia",166,,,,,,,,,,,,,,,,,,,,,,,,,2100,1950,2050,1900,1900,2200,2070,1995,2000,2100,2075,2100,2200,2172.5,2000,1972.5,1962.5,1900,1850,2100,2175,2000,2025,1885,1895,1900,1885,1900,1887.5,1862.5,2100,2100,2100,2125,2200,2150,2100,2000,2295,2075,1990,1900,1990,1900,2000,1800,2099,1998.5,2000,2200,2272.5,2050,2100,2100,2200,1995,1800,1899.5,1997,2335,2225,2200
