"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03"
"Kenmore","Boston","MA","Boston","Suffolk",107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2980,2500,2850,2597.5,2560,2400,2711.5,2500,2500,2400,2450,2400,2800,2700,2960,2800,2790.5,2600,2520,2800,2765.5,2597.5,2550,2597.5,2790.5,3098,3100,2850,2800,2800,2797.5,2500,2500,2600,2700,2800,2800,2970,3015,3000,3000,2800,2800,3098,2750,3000,2800,2970,3216,3200,3050,3216,3100,3002
"Ala Moana-Kakaako","Honolulu","HI","Urban Honolulu","Honolulu",108,,,,,,,,,,,,,,,,,,3200,3050,3200,2800,3000,2650,2700,2722,3000,3200,3300,3000,2800,2800,2900,3100,3050,3000,3000,3000,2600,3000,3200,3200,3200,3100,3000,3200,3300,3100,3450,3000,3000,3000,3200,3200,3000,3000,3200,3200,3150,3250,3000,3300,3150,3200,3000,2975,3015,2950,3050,3000,3150,3200,3200,3150,3000,2800,2900,3000,2750,3000,2500,2750,2900,2600,2750,2825,2900
"Wynwood - Edgewater","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",109,,,,,,,,,1700,1800,1775,1620,1600,1600,1600,1600,1650,1650,1650,1672.5,1765,1750,1800,1800,1900,1887.5,1875,1975,2074.5,2100,2000,2000,2000,2000,2100,2162.5,2200,2190,2100,2100,2100,2100,2150,2200,2100,2100,2100,2000,2000,2000,2000,2100,2175,2162.5,2150,2100,2175,2199,2100,2050,2100,2187.5,2300,2300,2400,2400,2400,2400,2400,2500,2500,2500,2500,2550,2500,2400,2350,2300,2400,2300,2400,2300,2250,2300,2300,2350
"University Village - Little Italy","Chicago","IL","Chicago","Cook",110,,,,,,,,,,,,,,,,,,,,,,,1900,1850,1800,1800,1775,1850,1900,1900,1900,1850,1800,1800,1600,1550,1700,1700,1680,1517,1552.5,1522,1500,1500,1737.5,1800,1800,1800,1800,1800,1800,1997.5,1982.5,1887.5,2050,2000,1975,1975,1975,1850,1800,1825,1800,1900,2000,2000,2200,1999,1937.5,1950,1975,2000,2000,1975,2023,1997.5,2046,2100,2048,1900,1880,1800,1800,2000,2100,2050
"Gold Coast","Chicago","IL","Chicago","Cook",111,,,,,,,,,,,1650,1650,1625,1600,1725,1750,1847.5,1650,1800,1800,1725,1550,1550,1575,1650,1597,1692,1687,1800,1725,1900,1800,1850,1850,1723.5,1804,1804,1700,1700,1705.5,1673,1650,1645,1637,1695,1637,1695,1674,1674.5,1700,1800,1785,1725,1750,1825,2000,2000,1999,1850,1850,1825,1800,1800,1800,1862.5,1800,1795,1795,1800,1850,1850,1792.5,1750,1750,2000,1787,1800,1775,1785,1700,1787.5,1875,1725,1800,1800,1872.5
"Fishtown","Philadelphia","PA","Philadelphia","Philadelphia",112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1472.5,1550,1595,1500,1537.5,1500,1497.5,1495,1597.5,1525,1500,1350,1470,1500,1400,1472.5,1500,1500,1500,1695,1795,1750,1800,1572.5,1600,1550,1500,1497.5,1525,1500,1600,1685,1662.5,1700,1700,1675,1595,1500,1572.5,1595,1500,1612.5,1799.5,1650,1587,1600,1600,1450,1600,1625,1600,1600,1650,1697.5
"Villages of Palm Beach Lakes","West Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach",113,,,,,,,,,,,,,,,,950,950,950,950,975,979,982,950,950,999.5,1050,1050,999.5,1000,999,1000,1000,999,1000,1000,1000,1000,1000,1025,1000,1050,1000,1016,1000,1100,1100,1100,1112.5,1125,1100,1100,1100,1100,1135,1150,1150,1195,1150,1150,1150,1150,1150,1195,1200,1200,1175,1195,1225,1200,1200,1200,1200,1250,1250,1300,1250,1250,1295,1200,1250,1250,1200,1237.5,1250,1295,1275
"Tudor City","New York","NY","New York","New York",114,,,,,,,,,,,,,,,,,,,,,,,,,,2986,3000,3000,3000,3000,3000,3000,3000,3000,2967.5,2900,2872.5,2965,2995,2999,2999,3000,3000,3025,3181,3100,3100,3000,3000,3000,3000,3000,3000,3200,3140.5,3200,3200,3200,3150,3100,3000,3000,3100,3200,3125,3245.5,3300,3245.5,3250,3300,3297.5,3200,3200,3181,3190.5,3200,3200,3165.5,3100,3000,3100,3200,3000,3200,3200,3225.5
"Battery Park","New York","NY","New York","New York",115,,,,,,,,,,,,3287.5,3175,3147.5,3395,3082.5,3095,3597.5,3695,3500,3500,3397.5,3450,3675,3772.5,3732.5,3707.5,3795,3995,3997.5,3800,3800,3800,3900,3650,3590,3505,3500,3550,3745,3695,3655,3795,3995,3775,3525,3500,3500,3500,3497.5,3500,3665,4000,3997.5,3995,4000,3772.5,3972.5,3850,3825,3665,3650,3725,3700,3895,3895,4047.5,4200,4200,4497.5,4250,4000,4000,3995,4225,4225,4332.5,3995,4000,4297.5,4225,3947.5,3995,3725,3600,3550
"Dupont Circle","Washington","DC","Washington","District of Columbia",116,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2200,2500,2650,2275,2200,2400,2300,2300,2300,2400,2450,2500,2549,2475,2475,2500,2400,2297.5,2500,2600,2500,2455,2455,2450,2460,2500,2300,2400,2497.5,2500,2350,2275,2200,2100,2345,2400,2400,2372.5,2350,2300,2325,2450,2397.5,2522.5,2500,2500,2467.5,2400,2550,2562.5,2400,2550,2499,2495,2300,2475,2600,2300,2350,2400
"North Shore","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",117,,,,,,,,,2100,1990,1700,1700,1690,1695,1750,1800,1825,1900,2000,1975,1977.5,1995,1900,1800,1925,1975,2150,2100,2150,1925,1800,1850,1800,1800,1800,1800,1850,1900,2100,2300,2300,2300,2100,2275,2200,2200,2200,2275,2250,2200,2150,2250,2345,2400,2300,2100,2100,2100,2000,2100,2200,2295,2500,2500,2500,2400,2350,2300,2250,2300,2300,2300,2300,2250,2250,2200,2200,2100,2150,2000,2100,2200,1982.5,1950,1950,2000
"South Lakes Dr - Soapstone Dr","Reston","VA","Washington","Fairfax",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1750,1712.5,1700,1750,1750,1742.5,1700,1725,1825,1850,1800,1750,1750,1750,1795,1795,1795,1787.5,1747.5,1700,1800,1800,1725,1700,1750,1795,1797.5,1795,1800,1800,1750,1750,1800,1750,1750,1700,1700,1797.5,1837.5,1795,1700,1725,1750,1850,1870,1850,1850,1850,1855,1850,1850,1750
"North Cambridge","Cambridge","MA","Boston","Middlesex",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2781.5,2889.5,2800,2600,2500,2800,2800,2884,2800,2883.5,2895,2850,2850,2801.5,2922.5,2883.5,2843,2750,2763,2803,2843,2801.5,2751,2800,2843,2800,2956,2800,2883,2889.5,2803,2900,2800,2843,2889.5,2883.5
"Mid-Cambridge","Cambridge","MA","Boston","Middlesex",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250,2250,2150,2200,2200,2300,2250,2250,2300,2200,2200,2435,2500,2200,2200,2200,2200,2200,2400,2500,2400,2500,2412.5,2372.5,2300,2400,2400,2400,2400,2500,2495,2500,2500,2500,2500,2400,2400,2525,2500,2400,2400,2300,2400,2500,2550,2500,2500,2500,2400,2500,2335,2500,2500
"Downtown","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",121,,,,,,,,2300,2250,2250,2275,2200,2100,2000,2100,2150,2100,2150,2200,2250,2300,2290,2294.5,2250,2300,2250,2200,2200,2250,2300,2300,2350,2350,2300,2400,2400,2400,2420,2400,2400,2300,2200,2300,2450,2400,2400,2380,2375,2350,2350,2350,2400,2400,2450,2400,2350,2200,2200,2200,2200,2300,2350,2425,2400,2500,2600,2600,2500,2500,2500,2500,2500,2500,2500,2500,2450,2437.5,2400,2300,2465,2300,2450,2300,2375,2350,2350
"Ballston-Virginia Square","Arlington","VA","Washington","Arlington",122,,,,,,,,,,,,,,,,,,,,,,,,,,2322.5,2447,2600,2575,2375,2450,2500,2397.5,2600,2500,2597.5,2472.5,2570,2500,2590,2672.5,2695,2595,2550,2500,2325,2300,2400,2400,2450,2425,2697.5,2470,2490,2472.5,2450,2450,2470,2400,2497.5,2400,2400,2400,2350,2200,2295,2425,2400,2490,2490,2447.5,2497.5,2425,2500,2562.5,2600,2650,2400,2400,2522.5,2522.5,2300,2300,2157.5,2400,2500
"Cambridgeport","Cambridge","MA","Boston","Middlesex",123,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,2627.5,2697,2700,2987.5,3145.5,3038,3059,3111,3087.5,3184,3102,3055,3100,3034.5,3041,3075.5,3200,3330,3300,3300,3289.5,3300,3239.5,3200,3200,3200,3000,3000,3279,2950,3000,3000,3024,3012,3031,3300,3000,3000,3000,3000,3069,3000,3000,3012,3000,2992.5,3094,3069,3239.5,3289.5,3200,3400,3360,3279,3300,3264.5,3287,3400,3300
"Downtown","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",124,,,,,,,,,,,,,,,,,,,,,,,,,1600,1825,1825,1600,1837.5,1675,1600,1525,1572.5,1610,1595,1497.5,1650,1500,1750,1995,1800,1750,1800,1725,1737.5,1750,1950,1900,1965,1950,1895,2000,2097.5,1972.5,1972.5,1922.5,1997.5,1900,2001,1997.5,1997.5,2250,2200,2225,2200,1900,2050,2100,2095,2097.5,2172.5,2150,2095,1997.5,1997.5,2100,2100,2000,2100,2200,2150,2325,2200,2272.5,2200,2300
"South Beach","San Francisco","CA","San Francisco","San Francisco",125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100,4400,4000,4375,4000,4250,4187.5,4175,4000,4200,4225,4000,4000,3975,3925,3975,4000,4100,4000,4200,4000,4325,4875,4450,4500,4500,4600,4600,4300,4772.5,5250,5099.5,5300,5500,5197.5,5000,4800,4995,4999.5,4997.5,5050,4450,4500,4500,5000,4250,4875,4374.5,4500,4300,4997.5,4850
"Park West","Chicago","IL","Chicago","Cook",126,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1650,1679,1738,1731.5,1812.5,1875,1980,1800,1495,1550,1544,1500,1507.5,1525,1539.5,1497.5,1535,1535,1650,1650,1700,1625,1600,1600,1599,1500,1500,1550,1695,1795,1650,1785,1800,1850,1825,1795,1750,1757.5,1700,1697.5,1662.5,1700,1599.5,1550,1600,1700,1715,1650,1675,1685,1850,1825,1750,1725,1722.5,1850,1705,1650,1675,1800
"Buena Park","Chicago","IL","Chicago","Cook",127,,,,,,,,,,,,,1199.5,1100,1200,1225,1307.5,1262.5,1275,1300,1335,1350,1345,1350,1325,1385,1327.5,1295,1305,1222.5,1297.5,1420,1350,1450,1450,1407.5,1510,1450,1435,1405,1395,1352.5,1360,1400,1400,1400,1400,1355,1397.5,1360,1400,1490,1595,1662.5,1600,1597.5,1500,1500,1480,1495,1467.5,1550,1450,1575,1600,1550,1600,1497.5,1425,1400,1400,1450,1480,1500,1550,1550,1500,1525,1500,1500,1600,1490,1455,1455,1475,1497.5
"Old Town","Chicago","IL","Chicago","Cook",128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,2000,1900,1897.5,1900,1900,1890,2000,1995,2000,1900,1967.5,1875,1787.5,1925,1897.5,1900,1825,1850,1925,1950,1962.5
"Hunters Point","New York","NY","New York","Queens",129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650,2720,2725,2750,2795,2800,2848,2805,3000,3032.5,3100,3130,3120,3177.5,3110,3092.5,3085,3007.5,3100,3140,3100,3175,3130,3110,3140,3242.5,3192.5,3200,3250,3130,3150,3200,3250,3275,3300,3300,3237.5,3130,3085,3200,3097.5,3200,3385,3200,3235,3200,2997.5,3200,3140,3085
"Peabody","Cambridge","MA","Boston","Middlesex",130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2100,2350,2270,2312.5,2162.5,2112.5,2100,2197.5,2100,1900,1850,1900,1975,2000,2100,2200,2000,2000,2095,2200,2225,2250,2300,2300,2175,2150,2100,2200,2300,2400,2400,2450,2400,2400,2500,2495,2500,2425,2377.5,2400,2300,2500,2400,2500,2500,2500,2400,2500,2318.5,2350,2500
"The Waterfront","Jersey City","NJ","New York","Hudson",131,,,,,,,,,,,,,,,,,,,,,2600,3000,2995,2800,2750,2650,2995,3100,2825,3000,3000,2850,3200,3175,2750,2925,2650,2800,2825,2800,3000,2900,3000,2962.5,3042.5,3100,3050,2990,3000,2850,2875,2825,2850,3000,3100,3000,2800,2800,2800,3050,3275,3275,3287.5,3312.5,3150,3150,3100,3237.5,2950,2825,2900,2900,2925,3175,3150,2900,2975,2950,3100,3075,3050,3200,2950,2950,3200,3100
"Palm Aire","Pompano Beach","FL","Miami-Fort Lauderdale","Broward",132,,,,,,,,,,,,1250,1200,1200,1200,1212.5,1300,1300,1340,1400,1350,1295,1250,1250,1250,1250,1200,1225,1250,1299.5,1350,1325,1400,1250,1250,1200,1200,1200,1200,1200,1200,1200,1150,1200,1200,1200,1200,1200,1200,1182.5,1200,1200,1200,1200,1200,1250,1240,1250,1200,1250,1300,1300,1350,1350,1300,1300,1300,1300,1300,1275,1275,1280,1300,1300,1300,1300,1325,1300,1300,1300,1400,1337.5,1289,1350,1325,1350
"The Loop","Chicago","IL","Chicago","Cook",133,,,,,,,,,,,,,1800,1844.5,1840,1782.5,1844.5,1840,1877,1850,1850,1949.5,1937,1913,1875,1913,1958,1975,1911,2071,1954.5,1952.5,1883.5,1942,1925,1925,2097.5,1965,2100,2063,2000,2000,2000,1995,2000,2100,2187.5,2175,2125,2100,2100,2100,2200,2150,2200,2250,2250,2200,2150,2200,2250,2225,2200,2150,2100,2200,2150,2100,2100,2100,2150,2175,2200,2200,2200,2200,1999,2250,2300,2250,2200,2100,2025,2216,2232,2225
"Murray Hill","New York","NY","New York","New York",134,,,,,,,,,,,,,,2525,2825,2997.5,2800,2900,2950,2925,2900,3200,2975,3000,2997.5,2950,3000,3200,3250,3195,3100,3200,3300,3250,3200,3100,3199.5,3200,3250,3300,3200,3200,3100,3175,3500,3462.5,3450,3651.5,3500,3425,3400,3335,3250,3272.5,3500,3425,3425,3500,3425,3300,3462.5,3500,3400,3400,3500,3475,3475,3653,3639,3653,3425,3412.5,3500,3695,3800,3800,3600,3700,3750,3800,3700,3500,3500,3653,3475,3385
"Oceanfront","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",135,2000,2000,2000,1900,1900,1800,2100,2300,2200,2350,2300,2200,2000,1950,1950,2000,2000,2000,2100,2100,2100,2200,2200,2300,2400,2300,2300,2300,2400,2300,2200,2300,2300,2300,2400,2350,2350,2400,2300,2400,2500,2400,2425,2500,2500,2400,2400,2485,2500,2500,2500,2500,2500,2500,2500,2500,2500,2600,2600,2650,2900,2800,2899,2900,2999,3000,2900,2650,2850,3000,2950,2870,2925,2900,2700,2725,2700,2600,2500,2500,2600,2750,2450,2500,2500,2700
"Sunset Hills","Reston","VA","Washington","Fairfax",136,,,,,,,,,,,,2200,2100,2100,2100,2300,2000,2000,1862.5,1950,2050,1972.5,1925,2000,2150,1925,1875,1972.5,1995,2160,2100,2050,2000,2000,2075,2125,1995,1895,1895,1980,2095,2200,2200,2150,2100,2000,1997.5,2050,2000,1997.5,1900,1900,1997.5,2100,2200,2000,1995,1995,2000,2100,2050,1972.5,1995,1997.5,1995,2050,2200,2200,2100,2100,2150,2000.5,2074.5,2074.5,2125,1850,2000,1962.5,2000,1900,1900,1899.5,1947.5,1975,1972.5,1972.5
"East Cambridge","Cambridge","MA","Boston","Middlesex",137,,,,,,,,,,,,,,,,,,,,,,,,3150,3061.5,3064,2879.5,2750,3200,3226,2900,3000,3150,3100,3150,3187,3187,3100,3100,3071,3200,3287,3250,3237.5,3354,3300,3344,3377,3349,3347,3300,3344,3200,3000,2900,3189,3200,3200,3200,3144.5,3200,3250,3300,3169.5,3200,3100,3189,3100,3100,3189,3262.5,3050,3100,3194.5,3189,3300,3200,3000,3000,2999,3275,3250,3200,3300,3050,3100
"North End","Boston","MA","Boston","Suffolk",138,,,,,,,,,,,,,,,,2300,2300,2500,2795,2700,2600,2600,2600,2880,3100,2950,2800,2700,2700,2800,2800,2650,2650,2800,2612.5,2550,2500,2625,2800,2700,2800,2800,2800,2905,2800,2650,2700,2575,2550,2500,2500,2600,2687.5,2650,2700,2600,2600,2650,2550,2550,2695,2750,2725,2675,2650,2637.5,2637.5,2500,2400,2425,2500,2500,2500,2600,2800,2800,2650,2650,2900,2850,2900,2637.5,2600,2500,2400,2600
"Radnor-Ft Myer Heights","Arlington","VA","Washington","Arlington",139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049.5,2200,2000,2172.5,2150,2000,2000,2073.5,2000,2000,2000,2100,2270,2100,1970,2000,1950,1925,1950,2072.5,2100,1950,2147.5,2025,1950,1950,2125,2000,1950,2000,1950,2200,1950,1900,2150,2050,1950,1825,1950,1900,1900,1947.5
"Upper Eastside","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",140,,,,,,,,,,,,,,,,,,,,1495,1450,1525,1500,1550,1550,1500,1550,1500,1450,1450,1400,1350,1425,1550,1550,1500,1450,1500,1500,1550,1550,1550,1500,1500,1550,1575,1650,1550,1650,1625,1600,1600,1600,1650,1600,1600,1650,1625,1700,1650,1650,1725,1750,1800,1850,1890,1900,1900,1900,2000,2000,1997.5,2100,2000,2000,1900,2000,1850,1715,1875,1750,1850,1950,1800,1775,1750
"Beacon Hill","Boston","MA","Boston","Suffolk",141,,,,,,,,,,,,,,,,,,,,,,,,2625,2612.5,2400,2500,2600,2600,2500,2500,2600,2625,2600,2600,2600,2600,2600,2700,2600,2575,2700,2575,2600,2700,2675,2650,2625,2700,2700,2700,2750,2750,2650,2600,2600,2650,2500,2650,2700,2700,2650,2625,2600,2600,2600,2600,2500,2500,2525,2600,2700,2700,2685,2662.5,2700,2750,2637.5,2550,2597.5,2700,2600,2850,2795,2900,2795
"Little Italy","New York","NY","New York","New York",142,,,,,,,,,,,,,,,,,,,,,3475,3500,3510,3745,3447.5,3400,3725,3500,3500,3495,3495,3300,3495,3500,3550,3595,3550,3650,3600,3500,3525,3495,3500,3700,3450,3400,3472.5,3790,3460,3572.5,3500,3472.5,3595,3425,3400,3495,3400,3400,3495,3400,3495,3495,3822.5,3822.5,3817.5,3850,3600,3700,3637.5,3745,3547.5,3497.5,3450,3350,3400,3400,3472.5,3472.5,3600,3450,3495,3450,3300,3350,3790,3642.5
"Belltown","Seattle","WA","Seattle","King",143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2132.5,2000,2000,2147.5,2100,1950,1950,1995,2049,1995,2300,2025,1900,2025,1900,1992.5,2250,2050,2125,2062.5
"River North","Chicago","IL","Chicago","Cook",144,,,,,,,,,,,,,,,,,,,,2231.5,2178,2195,2250,2250,2161,2250,2300,2300,2300,2300,2400,2480.5,2495,2494,2402.5,2425,2400,2300,2415,2375.5,2347.5,2324,2326,2400,2372.5,2253,2200,2150,2200,2250,2300,2550,2525,2500,2374.5,2362.5,2400,2500,2488,2433,2419,2402.5,2600,2700,2625,2700,2399,2374.5,2350,2450,2550,2500,2460,2405,2402.5,2500,2325,2300,2399.5,2400,2400,2200,2200,2300,2400,2300
"East Village","San Diego","CA","San Diego","San Diego",145,,,,,,,,,,,,,,,,,,,,2350,2300,2297.5,2250,2350,2250,2250,2150,1997.5,2100,2100,2100,2125,2175,2097.5,2250,2350,2300,2250,2225,2172.5,2295,2297,2295,2297.5,2425,2425,2600,2491.5,2400,2395,2350,2397.5,2400,2350,2435,2400,2400,2400,2600,2450,2497.5,2400,2300,2472.5,2537.5,2395,2300,2395,2450,2450,2450,2400,2537.5,2625,2650,2400,2350,2300,2497.5,2450,2400,2300,2450,2495,2595,2695
"Old City","Philadelphia","PA","Philadelphia","Philadelphia",146,,,,,,,,,,,,,,,,,,,,,,,,,2197.5,2147.5,2200,1995,2099,2100,2100,2025,2025,2100,1835,1795,1795,1772.5,1895,1900,1850,1750,1850,1925,1900,1800,1795,1700,1700,1700,1700,1850,1800,1762.5,1850,2000,2000,1937.5,1975,1895,1897.5,1900,1900,1925,2000,2050,1900,1900,1950,1962.5,1875,1850,1872.5,1895,1900,1850,1800,1872.5,1900,2000,2200,1850,1900,1599,1800,1995
"Isle of Normandy","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1450,1537.5,1350,1400,1450,1425,1500,1600,1575,1500,1550,1600,1550,1500,1450,1450,1500,1500,1450,1475,1500,1600,1600,1650,1650,1650,1625,1635,1600,1620,1600,1662.5,1650,1605,1600,1550,1525,1550,1600,1500,1500,1550,1500,1500,1500,1500
"North Burnett","Austin","TX","Austin","Travis",148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017,1143,1125,1225,1333,1350,1350,1350,1350,1350,1350,1350,1333,1350,1350,1350,1350,1350,1315,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1314,1379,1333,1315,1333,1315,1297,1315,1375,1316,1316,1315,1315
"Downtown","Austin","TX","Austin","Travis",149,,,,,,,,,,,,1900,1972.5,2050,2100,2025,2075,2000,2100,2033,1895,2000,2066,2097.5,2195,2275,2225,2195,2200,2200,2050,2100,2100,2200,2225,2200,2300,2200,2180.5,2158,2257,2200,2195,2195,2250,2300,2337.5,2297.5,2300,2250,2250,2338,2297.5,2112.5,2230,2200,2150,2424.5,2375,2375,2400,2472,2472,2472.5,2400,2200,2300,2300,2395,2325,2449,2424.5,2350,2325,2449,2497,2424.5,2200,2400,2500,2250,2200,2200,2400,2424.5,2400
"Victoria Park","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",150,,,,,,,,,,,,,,,,,,,,,,1700,1595,1600,1400,1500,1437.5,1400,1400,1500,1600,1495,1450,1590,1600,1592.5,1600,1600,1650,1700,1600,1495,1400,1450,1650,1600,1500,1500,1500,1475,1450,1500,1450,1475,1500,1600,1650,1695,1650,1650,1650,1650,1472.5,1500,1595,1595,1550,1675,1700,1700,1750,1675,1700,1750,1750,1750,1750,1725,1750,1600,1725,1600,1750,1650,1650,1700
"South Semoran","Orlando","FL","Orlando","Orange",151,,,,,,,,,,,,,,,,,695,708.5,712.5,697.5,725,700,750,750,695,725,747.5,770,750,750,750,762.5,795,750,750,750,750,750,750,750,785,800,800,800,785,800,798.5,798.5,796.5,795,785,795,795,785,795,820,842.5,850,800,807.5,800,825,850,840,840,850,850,850,850,877.5,895,875,895,850,897,900,850,895,875,900,950,900,895,900,950,950
"West Loop Gate","Chicago","IL","Chicago","Cook",152,,,,,,,,,,,,,,,,,1800,1792.5,1750,1799.5,1773,1799,1950,1799,1792.5,1928,2099,1900,1848.5,1816,1819.5,1846.5,1750,1750,1659,1674,1659,1625,1582.5,1610.5,1644.5,1637,1615,1834.5,1900,1892,1884,1875,1900,1911,1987,2150,2112.5,2000,1850,1950,1968.5,2200,2100,1936,2000,1987,2075,2037.5,2087.5,1987,2075,2000,1887.5,1911,1987,1911,1968.5,1950,1895,1995,1895,2037.5,1850,1900,1987,1850,1987,2100,2100,2062.5
"Business District","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675,2675,2650,2800,2600,2650,2550,2500,2812.5,2587.5,2650,2500,2350,2597.5,2500,2500,2587.5,2500,2300,2500
"Beach","Pompano Beach","FL","Miami-Fort Lauderdale","Broward",154,,,,,,,,,,,,,,,1500,1500,1650,1800,1800,1800,1950,1975,1900,1800,1850,1875,1800,1800,1800,1875,2000,2000,2000,2000,2000,2000,1900,1875,1800,1800,1750,1797.5,1800,1800,1995,1997.5,1950,1950,1900,1895,1800,1800,1950,1975,2000,2000,1925,1925,1950,1875,1800,1600,1600,1800,1900,2000,2155,2200,2200,2300,2275,2100,2000,1972.5,1950,1837.5,2000,2000,1950,1950,1837.5,2100,2050,1887.5,1982.5,2000
"New Eastside","Chicago","IL","Chicago","Cook",155,,,,,,,,,,,,,,,,,,,,2400,2300,2285,2200,2200,2388,2300,2325,2500,2400,2455,2500,2480,2450,2500,2300,2518,2300,2363.5,2200,2300,2230,2134,2140,1997,2167,2167,2175,2167,2126.5,2100,2100,2167,2200,2300,2200,2227,2176,2245,2384,2252,2250,2342,2384,2398,2400,2398,2254,2200,2200,2200,2167,2300,2252,2277,2297.5,2254,2384,2167,2200,2300,2103,2167,2167,2200,2200,2200
"Garment District","New York","NY","New York","New York",156,,,,,,,,,,,,,,,,,,3500,3497.5,3497.5,3497.5,3200,3300,3300,3297.5,3250,3250,3300,3400,3400,3450,3400,3300,3300,3375,3395,3400,3495,3499,3587.5,3565,3495,3422,3300,3300,3497.5,3447.5,3400,3400,3447.5,3500,3600,3500,3400,3400,3500,3500,3497.5,3200,3350,3300,3400,3400,3500,3500,3500,3500,3500,3400,3375,3400,3400,3699,3497.5,3200,3200,3300,3400,3400,3200,3300,3447.5,3200,3400,3495,3500
"South Pointe","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",157,,,,,,,,,,,,,3500,3400,3300,3400,3300,3400,3500,3750,3850,3800,3650,3600,3775,3850,3850,3900,3900,3675,3500,3575,3500,3500,3500,3500,4000,4200,4500,4000,4000,3900,3900,4000,4000,4400,4600,4750,4750,4500,4500,3999,3900,4000,4500,4200,3997,3750,3550,3500,3500,3500,4000,4350,4500,4500,4500,4000,3925,3600,3900,3900,3900,4000,3900,4000,4500,3972.5,3625,3775,3850,4200,4000,3900,3999,3999
"Fulton River District","Chicago","IL","Chicago","Cook",158,,,,,,,,,,,,,,,,,1900,1925.5,1936,1900,1947.5,2100,2000,2000,1965,1992.5,2200,2200,1950,1900,2100,1918,1982,1950,1899.5,1899,2099.5,2097,2060,2065,2081,2025,2035,2000.5,2100,2085,1850,1939,2050,2050,2175,2150,2140,2200,2300,2172.5,2150,2200,2225,2150,2150,2050,2100,2150,2150,2300,2350,2341,2275,2200,2200,2200,2200,2402,2395,2200,2200,2200,2200,2250,2300,2300,2371.5,2200,2300,2200
"Central Business District","Orlando","FL","Orlando","Orange",159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299,1275,1224.5,1199,1362.5,1395,1372.5,1372.5,1400,1600,1495,1462.5,1400,1385,1300,1412.5,1550,1575,1400,1475,1500,1450,1587.5,1499.5,1475,1400,1485,1450,1495,1337.5,1462.5,1450,1450
