"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03"
"Eagle River","Anchorage","AK","Anchorage","Anchorage",151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2140,2022.5,2090,1950,1950,1897.5,1900,2199.5,2070,2095,2195,2100,2100,2100,2000,2050,2025,2095,2092.5,2190,2240,2200,2200,2097.5,2200,2195,2100,2050,1995,1972.5,1950,2195,1950,2100,2050,2070,1800,1900,1990,1925,1975,1992.5
"River North","Chicago","IL","Chicago","Cook",152,,,,,,,,,,,,,2082,2103.5,2150,2222.5,2205,2200,2200,2265,2200,2192,2175,2175,2170.5,2185,2340,2290,2203,2225,2200,2100,2186,2235,2352,2282,2281.5,2325,2395,2375,2351.5,2304.5,2300,2299,2337,2339.5,2342,2342,2342,2309,2342,2354,2309,2300,2337,2339.5,2300,2299,2299.5,2337,2366,2355,2360,2354.5,2342,2342,2342,2342,2342,2342,2342,2342,2342,2304.5,2339.5,2309,2323,2342,2323,2354,2342,2342,2342,2339.5,2339.5,2339.5
"Bouldin","Austin","TX","Austin","Travis",153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285,1325,1275,1297.5,1285,1295,1234,1199,1229,1229,1229,1231.5,1189.5,1275,1300,1285,1231.5,1150,1250,1285,1234,1231.5,1295,1300,1300,1300,1350,1350,1300,1300,1300,1295,1275,1285,1297.5,1262.5,1295,1262.5,1250,1295,1250,1295,1262.5,1300,1350,1375
"West End","Boston","MA","Boston","Suffolk",154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3793,3720,3384,3305,3337,3144.5,3138,3075,3253.5,3229,3121,3076,2915,2999,3025,3025,3025,3050.5,3025,3025,3012,2997,2997,2997,2992.5,2992.5,3012,2999,3012,3012,3012,3012,3012,3012,3012,3012,3012,3012,3012,3012,3012,3012,3025,3025,3050.5,3012,3025,3050.5,3050.5,3012,3012,3012,3025,3012,3012,3025
"West Loop Gate","Chicago","IL","Chicago","Cook",155,,,,,,,,,,,,,,,,,,1753.5,1914.5,1731,1710,1733,1752.5,1700,1584,1606,1622,1631.5,1610,1699,1550,1460,1544,1589,1512,1571,1545,1495,1479,1503.5,1537,1556.5,1537,1528.5,1528.5,1532,1537,1532,1537,1537,1542,1528.5,1528.5,1537,1532,1528.5,1528.5,1528.5,1528.5,1528.5,1537,1528.5,1528.5,1528.5,1528.5,1528.5,1528.5,1528.5,1528.5,1528.5,1528.5,1537,1532,1528.5,1528.5,1537,1558,1528.5,1528.5,1542,1528.5,1528.5,1550,1528.5,1542,1528.5
"Zilker","Austin","TX","Austin","Travis",156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635,1550,1495,1445,1632.5,1655,1595,1595,1600,1800,1680,1632.5,1600,1800,1887.5,1600,1600,1567.5,1595,1700,1595,1567.5,1632.5,1595,1585,1660,1605,1605,1660,1600,1600,1680,1725,1660,1800,1810,1820,1800,1800,1655,1600,1680,1632.5,1800,1585,1590,1600,1600,1660,1825
"New Eastside","Chicago","IL","Chicago","Cook",157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2162,2248.5,2273,2286.5,2273,2286.5,2286.5,2286.5,2286.5,2248.5,2248.5,2224,2224,2224,2248.5,2248.5,2248.5,2248.5,2224,2224,2224,2248.5,2273,2273,2248.5,2248.5,2248.5,2248.5,2248.5,1969.5,2273,2248.5,2248.5,2248.5,2248.5,2248.5,2248.5,2248.5,2248.5,2248.5,2248.5,2248.5,2248.5,2224
"Sonterra-Stone Oak","San Antonio","TX","San Antonio","Bexar",158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237,1262.5,1250,1250,1250,1250,1262.5,1285,1275,1295,1250,1250,1243.5,1295,1262.5,1250,1285,1285,1243.5,1250,1262.5,1285,1275,1301,1301,1295,1301,1309,1295,1295,1275,1250,1237,1237,1243.5,1262.5,1237,1237,1237,1237,1262.5,1301,1309
"Fulton River District","Chicago","IL","Chicago","Cook",159,,,,,,,,,,,,,,,,,1770,1763,1756,1751,1775.5,1776,1844,1851,1865,1850,2061,1993.5,1966,1955,1880,1800,1939,1960,1935,1923,1959,1900,1919,1939.5,1945,1945,1854,1867,1880,1880,1854,1867,1880,1897.5,1940,1927.5,1880,1950,1940,1897.5,1897.5,1940,1942.5,1930,1900,1867,1947.5,2030,1927.5,1897.5,1854,1867,1880,1867,1867,1867,1880,1854,1854,1854,1880,1880,1880,1889.5,1854,1854,1854,1880,1880,1854
"Thousand Oaks","San Antonio","TX","San Antonio","Bexar",160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825,855,825,825,835.5,825,825,825,825,835.5,848,850,850,846,835.5,846,835.5,825,825,825,825,825,825,835.5,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,835.5,825
"Friedrich Wilderness Park","San Antonio","TX","San Antonio","Bexar",161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540,1530,1450,1495,1375,1559,1385,1625,1576.5,1559,1568,1535,1540,1585,1605,1628,1540,1568,1605,1595,1616.5,1585,1576.5,1576.5,1595,1585,1605,1595,1605,1585,1576.5,1576.5,1554,1585,1576.5,1554,1568,1592.5,1568,1554,1540,1554,1585,1568,1540,1554,1530,1530,1595,1616.5,1600
"Alafaya","Orlando","FL","Orlando","Orange",162,,,,,,,,,,,,1350,1300,1295,1295,1350,1395,1395,1350,1325,1300,1325,1350,1350,1350,1352.5,1350,1350,1350,1395,1350,1395,1350,1300,1350,1350,1372.5,1395,1412.5,1450,1445,1400,1450,1450,1495,1450,1450,1400,1399,1400,1400,1495,1495,1495,1497.5,1450,1450,1450,1450,1450,1492.5,1495,1495,1550,1575,1600,1550,1500,1512.5,1550,1550,1550,1550,1550,1500,1535,1550,1595,1600,1600,1550,1599.5,1595,1575,1600,1600
"Near Eastside","Indianapolis","IN","Indianapolis","Marion",162,,,,,,,,,,,,,,,,,,,,,,,,600,650,650,642.5,650,635,650,650,600,650,650,650,647.5,647.5,650,650,675,685,675,675,675,675,675,650,650,675,675,650,650,650,650,650,650,650,650,650,650,675,675,675,675,675,675,675,675,675,675,650,650,675,675,675,650,695,697.5,695,700,700,650,650,675,695,695
"Near Southeast","Indianapolis","IN","Indianapolis","Marion",162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,675,662.5,675,700,700,700,687.5,675,675,695,675,700,700,700,700,725,725,725,725,700,700,700,700,700,700,700,695,700,700,695,700,700,700,725,700,697,695,695,695,700,725,725,730,700,750,750,725,717.5,700,725,725,720,725
"Far Eastside","Indianapolis","IN","Indianapolis","Marion",162,,,,,,,,,,,,,,,,,,795,800,795,795,800,799,800,799,795,775,775,750,750,750,775,775,795,795,800,825,850,850,875,825,875,899,850,830,850,850,875,860,895,900,950,925,925,950,950,950,925,950,950,972.5,975,950,995,1000,985,950,895,897,895,897,912.5,950,950,975,950,950,950,975,900,900,875,995,950,1000,995
"Alden Bridge","The Woodlands","TX","Houston","Montgomery",162,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,1797.5,1737.5,2000,1950,1750,1800,1650,1800,2072.5,1997.5,2095,1962.5,1962.5,2095,2100,1995,2100,2192.5,2350,2200,2200,2100,2100,2250,2225,2150,2125,2000,2000,1995,2000,2100,2000,2150,2100,2197.5,2195,2200,2100,2100,2100,2125,1997,1994,1993,1935,1975,1975,2000,2025,1925,1925,1972.5,1986,1895,1800,1900,1900
